id,minN,minE,maxN,maxE,byteOffset,vertexCount
455,6414046,408346,6415560,409846,1223704,21
455,6411122,408740,6412120,409522,1223872,18
455,6410100,408608,6410436,408998,1224016,7
456,6435288,378831,6439816,385638,1224072,233
457,6165164,386000,6166560,386708,1225936,30
457,6162486,382854,6165562,386662,1226176,241
458,6422088,400208,6425182,404236,1228104,77
459,6240514,585638,6250684,592444,1228720,40
459,6248682,587728,6249246,588156,1229040,14
459,6247806,587952,6248152,588856,1229152,11
460,6239642,558850,6265122,577134,1229240,796
461,6260770,593228,6268854,602100,1235608,20
462,6248682,587728,6249246,588156,1235768,14
462,6247806,587952,6248152,588856,1235880,11
462,6249844,583728,6255292,592814,1235968,47
463,6244250,590840,6252734,598158,1236344,102
464,6471820,511272,6477920,518148,1237160,271
465,6482950,503134,6492058,507584,1239328,184
466,6467654,582270,6482950,592388,1240800,505
466,6470752,590940,6470986,591408,1244840,14
467,6456360,503680,6468580,512578,1244952,486
468,6423626,505942,6445304,522600,1248840,288
470,6484246,521566,6501400,529290,1251144,272
471,6404234,391650,6415582,402390,1253320,415
472,6195222,398474,6205354,405964,1256640,315
473,6465502,531956,6480694,540542,1259160,199
474,6386600,402116,6398208,406946,1260752,178
475,6147382,378638,6150620,380802,1262176,57
475,6150016,381862,6150234,382018,1262632,6
475,6150398,381696,6150846,382050,1262680,20
475,6150628,382282,6150766,382408,1262840,7
476,6482884,549894,6486496,554474,1262896,87
477,6438208,364306,6443920,376466,1263592,267
477,6441852,375698,6442286,376140,1265728,49
477,6441760,376016,6441924,376260,1266120,9
477,6442686,375798,6442886,376130,1266192,24
477,6442258,375518,6442388,376054,1266384,36
477,6442456,375574,6442620,375872,1266672,28
478,6158754,376390,6163974,381468,1266896,87
479,6430198,381778,6433996,388432,1267592,72
480,6137244,374170,6141252,379558,1268168,46
481,6380800,349868,6381506,350564,1268536,30
481,6373380,337088,6391218,353700,1268776,452
482,6163980,427672,6174940,436210,1272392,564
483,6369358,380628,6377022,390634,1276904,435
484,6368462,347190,6369476,348172,1280384,68
484,6363200,344140,6371446,355526,1280928,756
485,6176692,370206,6184058,377433,1286976,147
486,6489280,332438,6502964,343678,1288152,252
487,6178622,424944,6189314,434977,1290168,223
488,6396700,416748,6409044,425880,1291952,255
488,6398010,416426,6398076,416482,1293992,8
488,6398028,416586,6398248,416766,1294056,23
489,6157224,392618,6164654,397696,1294240,413
490,6445548,353062,6446036,353802,1297544,8
490,6444896,350748,6453794,365170,1297608,519
491,6474790,523414,6480070,529518,1301760,257
492,6433462,537230,6451130,561478,1303816,257
493,6471242,526180,6477928,533480,1305872,308
494,6467336,485620,6473102,490766,1308336,44
495,6498080,559284,6511772,575616,1308688,335
495,6503006,561556,6503462,561860,1311368,9
496,6497996,585482,6507780,603624,1311440,165
496,6505892,587138,6506786,587640,1312760,30
497,6463964,490316,6468670,494670,1313000,88
497,6459088,491238,6459228,491444,1313704,8
497,6462912,492678,6463714,493648,1313768,21
497,6460158,491998,6461550,492654,1313936,15
497,6459436,491014,6459634,491628,1314056,7
498,6409344,330700,6420894,348558,1314112,210
499,6490890,549992,6498434,559752,1315792,204
500,6531612,331644,6545618,349880,1317424,323
501,6482864,580294,6492760,590588,1320008,434
501,6488032,588998,6488208,589140,1323480,18
501,6488882,588434,6488996,588570,1323624,15
501,6486306,590188,6487092,590726,1323744,19
502,6417142,324786,6428942,336218,1323896,520
502,6433492,344508,6435890,347522,1328056,80
503,6423840,415984,6429562,420016,1328696,240
504,6433940,413690,6437096,419222,1330616,182
504,6422416,417908,6423610,419044,1332072,31
505,6430966,388068,6437014,395084,1332320,193
505,6433274,394242,6433450,394334,1333864,13
506,6511488,346928,6526746,363682,1333968,325
507,6415124,360816,6423666,367870,1336568,202
508,6425912,329782,6435858,347522,1338184,392
508,6426604,337644,6426904,337882,1341320,18
509,6371096,368606,6383654,378522,1341464,238
510,6501076,573070,6516268,588828,1343368,367
510,6505892,587138,6506786,587640,1346304,30
511,6489924,505040,6504202,523200,1346544,235
512,6500694,581920,6501254,582540,1348424,63
512,6490708,579708,6497548,586604,1348928,387
513,6485674,521582,6486812,522010,1352024,5
513,6478900,515758,6489966,522546,1352064,225
513,6486370,516570,6486778,516812,1353864,7
513,6485950,517822,6486288,518078,1353920,9
513,6486422,520172,6487698,520982,1353992,34
514,6412072,521652,6439066,540398,1354264,646
515,6483960,549974,6493060,563390,1359432,319
516,6478718,527404,6479040,527864,1361984,10
516,6475876,527294,6483164,535144,1362064,99
517,6469216,507998,6474940,511958,1362856,115
518,6490778,602416,6490918,602552,1363776,8
518,6490506,602274,6490580,602352,1363840,6
518,6481456,600982,6497170,625190,1363888,298
518,6492124,600932,6492406,601346,1366272,15
518,6491766,600778,6492132,600990,1366392,17
518,6491110,602390,6491250,602544,1366528,6
518,6490606,601400,6491044,601588,1366576,21
518,6490660,602222,6490764,602340,1366744,13
518,6493724,601726,6493820,601850,1366848,8
519,6401560,340412,6417484,350756,1366912,263
519,6405030,342360,6407114,343698,1369016,12
519,6407250,341152,6407458,341404,1369112,20
520,6461846,502162,6471320,510026,1369272,274
520,6461520,502924,6462514,503846,1371464,33
521,6351440,393108,6362074,405912,1371728,607
522,6425304,365800,6433960,370912,1376584,355
522,6422846,367100,6423884,367414,1379424,12
523,6374320,380282,6391394,390902,1379520,632
524,6380882,358566,6395968,372832,1384576,426
525,6433082,330876,6437306,337308,1387984,174
525,6435602,345548,6437932,347646,1389376,32
526,6395780,362908,6412496,375568,1389632,321
526,6405048,374380,6405418,374562,1392200,19
527,6520712,316910,6531112,330114,1392352,800
527,6530178,319438,6530680,320916,1398752,31
527,6528866,321068,6529194,321320,1399000,22
527,6530452,316986,6531620,319268,1399176,123
528,6480658,596036,6481032,596470,1400160,13
528,6482162,590020,6498368,605734,1400264,744
528,6493662,598778,6494892,600144,1406216,97
528,6492124,600932,6492406,601346,1406992,15
528,6490606,601400,6491044,601588,1407112,21
528,6491766,600778,6492132,600990,1407280,17
528,6493892,599390,6494068,599618,1407416,11
528,6491110,602390,6491250,602544,1407504,6
528,6490660,602222,6490764,602340,1407552,13
528,6493724,601726,6493820,601850,1407656,8
528,6490778,602416,6490918,602552,1407720,8
528,6494282,598578,6494380,598670,1407784,9
528,6490506,602274,6490580,602352,1407856,6
529,6495652,523750,6525920,543650,1407904,362
530,6432396,541252,6439886,551146,1410800,200
531,6408846,552692,6428032,564218,1412400,231
532,6466970,491462,6474480,498698,1414248,110
532,6472318,494624,6473392,495510,1415128,20
532,6473468,495936,6473698,496098,1415288,5
533,6407204,539288,6427278,557298,1415328,273
534,6459960,498996,6468408,504124,1417512,240
535,6468612,490312,6472826,492036,1419432,31
535,6468642,487112,6474706,491366,1419680,89
536,6504774,320616,6515834,328980,1420392,503
537,6468472,509844,6473330,514018,1424416,113
538,6401818,383556,6410330,392300,1425320,403
538,6409314,388838,6409716,389018,1428544,20
539,6457970,486248,6458662,486406,1428704,4
539,6455982,480734,6463222,486490,1428736,267
539,6463634,482534,6465780,483714,1430872,28
539,6452110,483602,6453510,484744,1431096,31
540,6512410,322582,6526932,332092,1431344,431
541,6447264,338468,6447344,338662,1434792,5
541,6449196,335614,6449370,335768,1434832,5
541,6447020,334280,6449450,335546,1434872,41
541,6447542,334688,6448594,335414,1435200,13
541,6448202,334120,6449646,335240,1435304,14
541,6447850,335540,6453984,342118,1435416,477
541,6449414,337824,6449804,338848,1439232,10
541,6446654,338158,6446978,338454,1439312,5
541,6445796,336674,6446060,336852,1439352,5
541,6447022,336838,6447552,337864,1439392,28
541,6447794,335738,6448116,336058,1439616,15
542,6188270,425848,6197978,432364,1439736,204
543,6148360,384064,6156254,393686,1441368,327
544,6196208,378646,6205994,383750,1443984,190
545,6178756,377532,6183296,382428,1445504,115
546,6614168,420758,6626806,431666,1446424,80
547,6179672,382886,6182818,387282,1447064,62
547,6177220,386872,6178394,387898,1447560,19
547,6178986,382500,6179406,383054,1447712,32
547,6182398,384096,6182466,384206,1447968,8
548,6603704,346546,6622058,362930,1448032,473
549,6144054,382138,6148970,384370,1451816,142
550,6140526,430782,6151186,437032,1452952,318
551,6613954,382704,6628128,402682,1455496,379
552,6144120,426218,6150260,432058,1458528,169
553,6577900,316274,6598506,327610,1459880,219
554,6184134,381212,6188768,386158,1461632,137
555,6569092,424054,6605538,445240,1462728,1429
556,6442538,572152,6459738,585270,1474160,219
557,6477774,491896,6488374,500952,1475912,130
558,6436172,562128,6455178,574464,1476952,181
559,6474204,558948,6482060,566782,1478400,247
560,6435734,595358,6467114,624936,1480376,166
560,6464994,626428,6465650,627108,1481704,16
561,6608618,671760,6608810,671894,1481832,5
561,6599602,662372,6606488,668826,1481872,240
562,6614276,647926,6620328,653796,1483792,82
563,6578700,688876,6585662,697350,1484448,81
564,6550342,652580,6565356,667706,1485096,136
564,6556616,667480,6557890,668534,1486184,20
565,6623650,673398,6635852,683000,1486344,207
565,6625572,676752,6626050,677272,1488000,19
565,6626360,676716,6626754,677322,1488152,18
565,6625878,676762,6626360,677650,1488296,10
566,6583688,646530,6593298,652462,1488376,80
566,6589910,650220,6590280,650510,1489016,16
567,6142084,373156,6142440,373704,1489144,6
567,6137120,368216,6143868,371568,1489192,16
567,6142282,367300,6149042,373670,1489320,36
568,6620836,702778,6632974,722094,1489608,157
569,6216178,378598,6216862,379228,1490864,18
569,6210262,378466,6217616,386206,1491008,631
570,6607730,674028,6620390,681436,1496056,243
571,6191348,396346,6200996,403684,1498000,319
572,6143618,406610,6145068,407610,1500552,36
572,6143914,407748,6147168,411632,1500840,110
572,6145164,408412,6145502,408922,1501720,32
572,6145256,408116,6145518,408456,1501976,14
572,6145394,408450,6145610,408582,1502088,5
572,6145360,408520,6145600,408668,1502128,5
573,6145518,418672,6145748,419022,1502168,5
573,6141738,414432,6147964,418352,1502208,110
574,6149706,404026,6160732,412468,1503088,687
575,6146818,414322,6154960,420744,1508584,446
576,6146746,401670,6154684,408966,1512152,267
577,6145166,408546,6145314,408724,1514288,10
577,6138522,407094,6145238,412412,1514368,235
578,6139902,375354,6143664,379134,1516248,75
579,6594798,665350,6603356,670526,1516848,145
579,6606378,668118,6606638,668310,1518008,10
580,6468640,489742,6476896,496522,1518088,222
580,6472406,495680,6473208,496792,1519864,16
580,6472318,494624,6473392,495510,1519992,20
580,6473468,495936,6473698,496098,1520152,5
580,6475788,495876,6476378,496352,1520192,7
581,6625734,676762,6641108,691996,1520248,174
582,6439422,478782,6460244,488872,1521640,818
582,6450740,483588,6453510,484744,1528184,60
582,6453870,480060,6455314,481264,1528664,27
583,6631446,696378,6642596,711936,1528880,459
584,6483164,527260,6500100,544360,1532552,271
585,6463906,528752,6473800,536230,1534720,304
586,6572240,646854,6582140,663402,1537152,98
587,6470116,577234,6483028,584266,1537936,485
588,6634100,688254,6652222,699546,1541816,266
589,6475458,552318,6486156,563542,1543944,413
590,6655664,692444,6655896,692950,1547248,6
590,6652110,688714,6675030,701150,1547296,412
591,6594986,658170,6607494,665422,1550592,186
592,6469498,501738,6474492,507186,1552080,295
593,6182338,392978,6184772,396916,1554440,34
594,6467708,589544,6479244,601414,1554712,231
594,6470752,590940,6470986,591408,1556560,14
595,6568110,705794,6589476,739268,1556672,128
597,6476090,508874,6481420,515520,1557696,151
599,6136738,360160,6146844,368330,1558904,18
600,6515200,542556,6542426,568212,1559048,290
601,6153028,381072,6161016,389906,1561368,471
602,6142808,412674,6149982,416572,1565136,80
603,6196312,371940,6203334,377218,1565776,118
604,6135142,390342,6142066,391994,1566720,93
605,6168238,401392,6175372,407738,1567464,119
606,6188352,367654,6192582,373804,1568416,252
612,6557184,690594,6569652,704816,1570432,87
613,6454738,529334,6468970,539128,1571128,463
614,6595206,643892,6605158,653436,1574832,116
615,6465638,519378,6472486,524642,1575760,342
615,6470568,524206,6470792,524554,1578496,5
616,6559604,655674,6573300,670668,1578536,133
617,6507044,558738,6524383,575730,1579600,218
618,6577724,682694,6585822,691872,1581344,94
619,6589578,710370,6624242,762252,1582096,102
620,6647112,724612,6648274,725556,1582912,10
620,6634776,720904,6647512,734862,1582992,51
621,6458672,596706,6482320,624936,1583400,192
622,6476148,595212,6484288,609148,1584936,250
622,6479836,596048,6479986,596184,1586936,10
622,6479942,594870,6480442,595246,1587016,8
623,6600012,676666,6605926,681622,1587080,81
624,6195959,353831,6200066,358030,1587728,19
625,6449342,485000,6463194,493546,1587880,563
625,6465206,483140,6465664,483668,1592384,16
625,6459006,491464,6459252,491618,1592512,6
625,6462512,484020,6462848,484904,1592560,19
626,6575368,637020,6592340,647950,1592712,40
627,6204244,390142,6210698,396526,1593032,164
628,6475680,534010,6486330,544814,1594344,246
629,6466658,480158,6475624,487386,1596312,96
629,6469508,482994,6469654,483252,1597080,18
629,6469640,482790,6469788,482942,1597224,15
630,6157894,421762,6163214,429084,1597344,287
631,6138122,368290,6144372,376334,1599640,56
631,6142084,373156,6142440,373704,1600088,6
631,6137120,367620,6142740,371568,1600136,21
632,6210022,369314,6214736,375204,1600304,112
633,6173802,399868,6178304,406274,1601200,293
634,6188582,382838,6196556,388548,1603544,147
635,6188072,387844,6191118,391298,1604720,28
636,6155632,377478,6159248,382330,1604944,180
637,6497616,538800,6523876,562190,1606384,318
638,6443662,492026,6462926,501704,1608928,599
638,6444274,495126,6444386,495224,1613720,5
639,6449542,573274,6473388,598946,1613760,375
640,6518910,531898,6539114,549700,1616760,250
641,6471388,521132,6477506,527776,1618760,283
641,6475198,522752,6475390,523086,1621024,8
642,6472154,496012,6477274,500372,1621088,84
642,6475240,495412,6475834,496006,1621760,9
642,6474262,495352,6474758,495746,1621832,22
643,6424880,542916,6437226,564622,1622008,210
644,6478344,479972,6486396,493218,1623688,23
645,6198780,367454,6207438,374530,1623872,280
646,6176358,388032,6182854,393446,1626112,143
647,6442230,523750,6464822,533752,1627256,314
647,6457804,525098,6459088,526372,1629768,63
648,6188688,377748,6193466,384712,1630272,303
649,6485262,556754,6498442,568178,1632696,176
650,6213852,369392,6221550,380036,1634104,495
653,6209600,360340,6214008,364994,1638064,120
654,6579252,527606,6579452,527846,1639024,12
654,6578528,525760,6579302,526320,1639120,59
654,6580442,527494,6581218,528154,1639592,12
654,6571320,525800,6585800,536146,1639688,236
655,6518982,496406,6542972,520082,1641576,1021
655,6531738,499858,6531892,499950,1649744,13
656,6224350,357072,6233956,365476,1649848,302
657,6165908,406082,6174182,413030,1652264,270
658,6587060,515450,6597394,525712,1654424,249
658,6586762,514170,6587146,514448,1656416,25
659,6550212,470514,6568958,491862,1656616,457
659,6554944,485030,6555794,486074,1660272,31
660,6168902,421010,6174656,428098,1660520,254
661,6186458,384904,6190268,388228,1662552,35
663,6147392,412444,6148294,414100,1662832,17
663,6147694,409132,6155674,415480,1662968,425
664,6554052,496658,6563622,503156,1666368,154
665,6223844,348164,6228990,352874,1667600,50
666,6538936,481842,6539982,482564,1668000,14
666,6522184,470816,6543036,484292,1668112,253
666,6538026,482848,6539978,483742,1670136,17
666,6540424,482504,6542506,483952,1670272,21
667,6145852,370096,6149606,376828,1670440,64
668,6557844,483880,6569164,497054,1670952,655
668,6562820,477146,6569124,483506,1676192,31
669,6159386,401526,6170162,408512,1676440,258
670,6575846,493272,6592720,509334,1678504,285
671,6407162,517064,6425562,531754,1680784,612
